bbox,bbox_area_fraction,bbox_opaque_corner_fraction,bbox_opaque_edge_fraction,bbox_opaque_fill,bbox_visible_corner_fraction,bbox_visible_edge_fraction,bbox_visible_fill,canvas_opaque_fraction,provider,recovery_note,recovery_source_url,recovery_status,satellite_position,service_reference,source,source_reason,source_sha256,source_status
"27,8,193,124",0.663085,0.0,0.404255,0.982759,1.0,1.0,1.0,0.651653,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_17E8_C82_3_EB0000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_17E8_C82_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,943fca10d71a248b38841307db80c2b313fc071b72470fed92973343581b9edf,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969408,1.0,1.0,1.0,0.564153,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_1AF9_3FE_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1AF9_3FE_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,e3b7fef33fba0877f8934b318671f66e13f3bc1b18de008c5c1473a5ce8610ee,SOURCE-REVIEW
"52,8,168,124",0.463361,1.0,0.978448,0.980083,1.0,1.0,1.0,0.454132,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_1AFA_3FE_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1AFA_3FE_1_C00000_0_0_0.png,suspected opaque rectangular background in transparent source; suspected rectangular raster background in transparent source,8e03bb20e773a00335655288e8b05f65b58661397cec5524009cffe5c8a3b9a0,SOURCE-REVIEW
,,,,,,,,,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_1B03_3FE_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_1B03_3FE_1_C00000_0_0_0.png,empty alpha/fully transparent source,3a9d989efb79825210897109b53e212c017f727b2579901a1eba9455eaab8844,SOURCE-ERROR
"5,0,214,131",0.942803,0.0,0.0,0.958399,0.5,0.994118,0.999927,0.903581,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_2F3A_441_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_2F3A_441_1_C00000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,cbfca515f1e91094489d479d6e6655956a2eb4783f4ba9a6fc20cb5b7d446bba,SOURCE-REVIEW
"8,15,212,117",0.716529,1.0,1.0,1.0,1.0,1.0,1.0,0.716529,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_3733_C8E_3_EB0000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_3733_C8E_3_EB0000_0_0_0.png,suspected opaque rectangular background in transparent source; suspected rectangular raster background in transparent source,365806ac3755d947da64f555413e49a4649fe3d4ac1bc8ccb9a578db170dc4e9,SOURCE-REVIEW
"12,1,207,131",0.872934,0.0,0.0,0.964418,1.0,1.0,1.0,0.841873,skylink,,,RECOVERY-SEARCH,23.5e,1_0_1_445E_453_1_C00000_0_0_0.png,picons/23.5e/skylink/transparent/1_0_1_445E_453_1_C00000_0_0_0.png,suspected rectangular raster background in transparent source,aa06410822db9667518634c38e6bf1afea818c46601936351bde152a84a9e6f5,SOURCE-REVIEW
"1,51,219,80",0.2177,0.0,0.0,0.913951,1.0,1.0,1.0,0.198967,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E43_C9C_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E43_C9C_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,126253a6c421f8936655c267b99a7795eb0c2a7f472f4a9c6518855faa4eb455,SOURCE-REVIEW
"4,49,215,83",0.247039,0.0,0.0,0.871341,0.75,0.995918,0.999861,0.215255,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E4E_CA7_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E4E_CA7_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,11cf5023b11e132357ce6a2674b49eb2187c82b89c5517b662d438fba42f0b34,SOURCE-REVIEW
"1,52,219,79",0.202686,0.0,0.0,0.908936,1.0,1.0,1.0,0.184229,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E52_CA7_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E52_CA7_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,9cbd336f0326ed8885c257e1a52116dd4fac90ba431390d8648f3046108f5286,SOURCE-REVIEW
"2,51,218,80",0.215702,0.0,0.0,0.922414,1.0,1.0,1.0,0.198967,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E57_CA6_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E57_CA6_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,6e51d9c03a5e16e63715de61336518bddc7aac79c87218ad941131a5d96f1d09,SOURCE-REVIEW
"4,51,215,81",0.217975,0.0,0.0,0.913902,1.0,1.0,1.0,0.199208,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E6B_CA5_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E6B_CA5_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,be9373fa1aba78aa44af6f53f051f7f00a0a229d983beb352a4bee5fdb658da1,SOURCE-REVIEW
"2,50,218,82",0.238017,0.0,0.862903,0.990741,1.0,1.0,1.0,0.235813,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E78_CA8_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E78_CA8_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,aec08b540e7c0da12d959288e7e7f476cd61d014ed6cdc1e07038139eea4c101,SOURCE-REVIEW
"1,50,219,81",0.232713,0.0,0.0,0.918319,1.0,1.0,1.0,0.213705,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4E9A_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4E9A_C9F_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,cb8da1d84728f637acccfd60cb5133b6bc556c8feabd164ce83137765900ea7e,SOURCE-REVIEW
"1,42,219,90",0.360331,0.0,0.0,0.940749,1.0,1.0,1.0,0.338981,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4EAB_CA6_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EAB_CA6_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,13db0741f1c4388676d70d9a53ec19b6e62cbd50a4e1b29e10759dfdc612ddfd,SOURCE-REVIEW
"47,3,173,129",0.546694,0.0,0.0,0.960695,0.75,0.996032,0.999937,0.525207,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4EBB_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EBB_C9F_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,def781cb9a4ff13b3119b6ad0d528501f113e590b8e1a8e58c495b03dc179762,SOURCE-REVIEW
"1,41,219,91",0.375344,0.0,0.0,0.920367,1.0,0.988806,0.986239,0.345455,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4EC3_CA4_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EC3_CA4_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,f7581fa23e8c9710737bd0745ace61bb6f8c9fa23c3d31ea4cb7ac7fcc98ddea,SOURCE-REVIEW
"1,51,219,80",0.2177,0.0,0.0,0.913951,1.0,1.0,1.0,0.198967,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4EEC_CA8_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EEC_CA8_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,6295aa0913c5b4a8d7f86a42d459b0caa3537f9d2d4e995e517a338c815b23a4,SOURCE-REVIEW
"4,13,215,119",0.770179,0.0,0.0,0.967182,0.75,0.996845,0.999955,0.744904,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4EFB_CA5_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EFB_CA5_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,a4b0bc3b1ae4b8750fee26c8cd594eb8715b46d6b882be9a733364e641fd28c5,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4F02_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F02_C9F_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,9f0f4e589163222ddc1465b8f7a3954274c00a2f07c7d8e419b06748e3807b7f,SOURCE-REVIEW
"45,1,174,131",0.577479,0.0,0.0,0.96935,1.0,1.0,1.0,0.55978,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4F06_CA5_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F06_CA5_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,a571f77d32c8e570ed42ba77810d3fa6f48351ed948acfa8572bc5a6d5401daf,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4F10_C9C_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F10_C9C_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,7993330d5030db00c175cc4abfec5ec09ccd555865b84b8c0c9d7ce01691df3f,SOURCE-REVIEW
"4,30,215,102",0.52314,0.0,0.0,0.922196,1.0,1.0,1.0,0.482438,telekom-srbija,,,RECOVERY-SEARCH,23.5e,1_0_1_4F3D_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F3D_C9F_3_EB0000_0_0_0.png,suspected rectangular raster background in transparent source,d1fd280d1a7e7444df74d1b0eb69044a5c4ba6627a9beea13f8eab91a6366e30,SOURCE-REVIEW
"4,42,215,90",0.34876,0.0,0.0,0.94925,1.0,1.0,1.0,0.331061,eshailsat,,,RECOVERY-SEARCH,26.0e,1_0_2_5024_802_E0_1040000_0_0_0.png,picons/26.0e/eshailsat/transparent/1_0_2_5024_802_E0_1040000_0_0_0.png,suspected rectangular raster background in transparent source,8a300a0933cdac4dbe423de3be102a767f39a268682f11394de0409ee5826253,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,jmc,,,RECOVERY-SEARCH,26.0e,1_0_1_73A_1FA_2BE_1040000_0_0_0.png,picons/26.0e/jmc/transparent/1_0_1_73A_1FA_2BE_1040000_0_0_0.png,suspected rectangular raster background in transparent source,365ab6866203e3b2af2447914f3aa5a7d851fd4a4fa857d00d30d82e02acc96f,SOURCE-REVIEW
"2,26,217,107",0.59969,0.0,0.0,0.966236,0.75,0.996622,0.999943,0.579442,mbc,,,RECOVERY-SEARCH,26.0e,1_0_1_B_146E_2BE_1040000_0_0_0.png,picons/26.0e/mbc/transparent/1_0_1_B_146E_2BE_1040000_0_0_0.png,suspected rectangular raster background in transparent source,a418ecb207cfc23b415a4f7d082effd09d70d9a491133f9a8f2bd4d915b84d88,SOURCE-REVIEW
"2,16,218,115",0.736364,0.0,0.0,0.950711,1.0,1.0,1.0,0.700069,nilesat,,,RECOVERY-SEARCH,26.0e,1_0_19_5147_820_E0_1040000_0_0_0.png,picons/26.0e/nilesat/transparent/1_0_19_5147_820_E0_1040000_0_0_0.png,suspected rectangular raster background in transparent source,e4595550f56894276b5323f1294f9afc4d75f22fcc05866f31ca000362330096,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.642076,0.75,0.995356,0.999914,0.513395,snrt,,,RECOVERY-SEARCH,26.0e,1_0_1_2_1_1_104ABAC_0_0_0.png,picons/26.0e/snrt/transparent/1_0_1_2_1_1_104ABAC_0_0_0.png,suspected rectangular raster background in transparent source,1cd1eec9ef85d7738b0a1683ebb9bf6e3a98bce3fcba82cf5ce4888c4104796a,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.643928,0.75,0.996904,0.999957,0.514876,soread-2m,,,RECOVERY-SEARCH,26.0e,1_0_1_10_146F_2BE_1040000_0_0_0.png,picons/26.0e/soread-2m/transparent/1_0_1_10_146F_2BE_1040000_0_0_0.png,suspected rectangular raster background in transparent source,6e18b4f3935914baae8961e79d695a71fec170c0113c7bee08aa682f06f009ae,SOURCE-REVIEW
"4,42,215,90",0.34876,0.0,0.0,0.94925,1.0,1.0,1.0,0.331061,tda,,,RECOVERY-SEARCH,26.0e,1_0_2_14_2_FFFF_104B0EB_0_0_0.png,picons/26.0e/tda/transparent/1_0_2_14_2_FFFF_104B0EB_0_0_0.png,suspected rectangular raster background in transparent source,8a300a0933cdac4dbe423de3be102a767f39a268682f11394de0409ee5826253,SOURCE-REVIEW
"1,37,219,95",0.435399,0.0,0.0,0.878678,1.0,0.985507,0.981651,0.382576,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_19_1792_7F2_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_19_1792_7F2_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,52c303a9b2e236c7c24e47cd692e9513996fb871c81f2cdd0933c3d2d7a33b1e,SOURCE-REVIEW
"43,1,177,131",0.599862,0.0,0.0,0.96992,1.0,1.0,1.0,0.581818,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_19_C530_813_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_19_C530_813_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,2619270e8d549bcf0d5d5e2fb7ab89817473be37f86af1c90fd06a0c3546839b,SOURCE-REVIEW
"47,1,173,131",0.56405,0.0,0.0,0.968987,1.0,1.0,1.0,0.546556,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_1DC1_82D_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_1DC1_82D_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,04af6c84bf6c5da2ef7e13cb70b1f36d87b8131864d3b283c9d76656f92ddd8a,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.954438,1.0,1.0,1.0,0.555441,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_CF9C_83A_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_CF9C_83A_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,abd372f188e1a11a11936477abea9be62714d7e63aa529255e4a326eb7b143c9,SOURCE-REVIEW
"18,1,202,131",0.823691,0.0,0.0,0.960619,0.75,0.955414,0.99699,0.791253,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_D3C2_839_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D3C2_839_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,a0bcd5eeb60767bd16ec6d3d09ccd8146d7448204a7d3dcf2e7789bc027f3b99,SOURCE-REVIEW
"1,3,219,128",0.938361,0.0,0.0,0.965945,0.75,0.997085,0.999963,0.906405,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_D3CD_839_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D3CD_839_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source; source is almost fully opaque across the 220x132 canvas,5dc3e04f5b0c805d00ecd8d6f700aea221c6e01fc1406b9056fe899243454c5f,SOURCE-REVIEW
"1,38,219,93",0.412879,0.0,0.0,0.945955,1.0,1.0,1.0,0.390565,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_D748_82F_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D748_82F_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,3af3dea6407c54228db45ccb1213518ebb9b1c2c0b1a6957123f501460ee6585,SOURCE-REVIEW
"65,1,154,131",0.398416,0.0,0.0,0.940449,1.0,1.0,1.0,0.37469,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_D78D_82F_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D78D_82F_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,5a700e92666fb2a24a93fe859bbeaa0db1763d3f869072638b1185f883bbce1d,SOURCE-REVIEW
"38,1,181,131",0.640152,0.0,0.0,0.970845,1.0,1.0,1.0,0.621488,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_D791_82F_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D791_82F_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,0e5dbd083ceabfe101c6f66a323e26774de714b0f9921a36f8f33a2f30253f97,SOURCE-REVIEW
"41,2,179,130",0.608264,0.0,0.0,0.970109,1.0,1.0,1.0,0.590083,bskyb,,,RECOVERY-SEARCH,28.2e,1_0_1_D86C_82C_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D86C_82C_2_11A0000_0_0_0.png,suspected rectangular raster background in transparent source,9a540dac30add4f48c82cb9fecafa32048b0bc5834668be0b7bbc8755245300a,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.642076,0.75,0.995356,0.999914,0.513395,soread-2m,,,RECOVERY-SEARCH,3.0e,1_0_1_67_1_1_1E2D88_0_0_0.png,picons/3.0e/soread-2m/transparent/1_0_1_67_1_1_1E2D88_0_0_0.png,suspected rectangular raster background in transparent source,1cd1eec9ef85d7738b0a1683ebb9bf6e3a98bce3fcba82cf5ce4888c4104796a,SOURCE-REVIEW
"1,1,219,130",0.968388,0.0,0.0,0.966432,1.0,1.0,1.0,0.935882,cnn-portugal,,,RECOVERY-SEARCH,30.0w,1_0_1_9C_65_53_CE40000_0_0_0.png,picons/30.0w/cnn-portugal/transparent/1_0_1_9C_65_53_CE40000_0_0_0.png,suspected rectangular raster background in transparent source; source is almost fully opaque across the 220x132 canvas,845204a4b0daaed51309ae3b3a9d98f01ab1b64d22939290f9ece02b392c8438,SOURCE-REVIEW
"48,0,173,132",0.568182,1.0,1.0,1.0,1.0,1.0,1.0,0.568182,jose-mederos,,,RECOVERY-SEARCH,30.0w,1_0_1_1_1_FFFF_CE43140_0_0_0.png,picons/30.0w/jose-mederos/transparent/1_0_1_1_1_FFFF_CE43140_0_0_0.png,suspected opaque rectangular background in transparent source; suspected rectangular raster background in transparent source,a26499ca8b50746c57800260b11522773b817e5f5e844cbb99377431c59ead06,SOURCE-REVIEW
"45,1,175,131",0.581956,0.0,0.0,0.969467,1.0,1.0,1.0,0.564187,sid-fuel-tv,,,RECOVERY-SEARCH,30.0w,1_0_1_329_2F_36_CE40000_0_0_0.png,picons/30.0w/sid-fuel-tv/transparent/1_0_1_329_2F_36_CE40000_0_0_0.png,suspected rectangular raster background in transparent source,2991a60c9183f97a715567e1e386f3f0e985fb6494c246e91f090ed4bb02ea8f,SOURCE-REVIEW
"16,1,203,131",0.837121,0.0,0.0,0.963554,1.0,1.0,1.0,0.806612,trace-toca,,,RECOVERY-SEARCH,30.0w,1_0_1_327_2F_36_CE40000_0_0_0.png,picons/30.0w/trace-toca/transparent/1_0_1_327_2F_36_CE40000_0_0_0.png,suspected rectangular raster background in transparent source,a80928f685e3274870fd3cbe44d62b27eadadf3a4dc2ce314b4115dd509f1759,SOURCE-REVIEW
"2,1,217,131",0.962466,0.0,0.0,0.947979,0.0,0.818841,0.982433,0.912397,tsa,,,RECOVERY-SEARCH,30.0w,1_0_1_834_6_6_CE40000_0_0_0.png,picons/30.0w/tsa/transparent/1_0_1_834_6_6_CE40000_0_0_0.png,source is almost fully opaque across the 220x132 canvas,de5abe2ef0ec4a5ac3b46a7635d25ef90809a1415de559502effcd8bed83e406,SOURCE-REVIEW
"3,12,218,120",0.799587,0.0,0.0,0.643928,0.75,0.996904,0.999957,0.514876,soread-2m,,,RECOVERY-SEARCH,30.5e,1_0_1_1_1_FFFF_1312B86_0_0_0.png,picons/30.5e/soread-2m/transparent/1_0_1_1_1_FFFF_1312B86_0_0_0.png,suspected rectangular raster background in transparent source,6e18b4f3935914baae8961e79d695a71fec170c0113c7bee08aa682f06f009ae,SOURCE-REVIEW
"1,42,219,90",0.360331,0.0,0.0,0.938933,1.0,1.0,1.0,0.338326,a1-bg,,,RECOVERY-SEARCH,39.0e,1_0_1F_85_B1_39E_1860000_0_0_0.png,picons/39.0e/a1-bg/transparent/1_0_1F_85_B1_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,6c18930b691bd4a88b84ac6f97b24fc98b9e19a06c4071f7e4632161dc937af0,SOURCE-REVIEW
"1,8,219,124",0.870799,0.0,0.0,0.964726,1.0,1.0,1.0,0.840083,a1-bg,,,RECOVERY-SEARCH,39.0e,1_0_1F_90_B1_39E_1860000_0_0_0.png,picons/39.0e/a1-bg/transparent/1_0_1F_90_B1_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,8a9df8b140278cbabb9c1c4721cf06de6aa3770863377b2a95471a8e31b275c9,SOURCE-REVIEW
"1,3,219,129",0.945868,0.0,0.0,0.964104,0.0,0.918605,0.997015,0.911915,bulsatcom,,,RECOVERY-SEARCH,39.0e,1_0_16_3F2_1_1_1862FEF_0_0_0.png,picons/39.0e/bulsatcom/transparent/1_0_16_3F2_1_1_1862FEF_0_0_0.png,source is almost fully opaque across the 220x132 canvas,33fef6416d1708545b90ba3184b95233f63afdbe3dbdc1b9f88d3f002b9df2b2,SOURCE-REVIEW
"17,35,204,98",0.405682,0.0,0.0,0.957898,1.0,1.0,1.0,0.388602,hellassat,,,RECOVERY-SEARCH,39.0e,1_0_1_D_2_20C4_1860000_0_0_0.png,picons/39.0e/hellassat/transparent/1_0_1_D_2_20C4_1860000_0_0_0.png,suspected rectangular raster background in transparent source,4e10619e4b3e84e8d24678122f61729fb22f70bf3dc5d2b66d3bd9fcb32b32c3,SOURCE-REVIEW
"1,42,219,89",0.352824,0.0,0.0,0.939879,1.0,1.0,1.0,0.331612,tring,,,RECOVERY-SEARCH,39.0e,1_0_1_6AE_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring/transparent/1_0_1_6AE_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,9e30af551c95cbdb4f1baeae67beed1ee85d49169550f0adba40e29b1132ad46,SOURCE-REVIEW
"1,51,219,81",0.225207,0.0,0.0,0.916208,1.0,1.0,1.0,0.206336,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_1194_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_1194_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,5dda1a5ba5af07af87afdf9f143690b41855d5968b39f2387b2b803cc40a2121,SOURCE-REVIEW
"1,44,219,88",0.330303,0.0,0.0,0.910759,1.0,0.98855,0.986239,0.300826,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_1874_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_1874_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,0b71ee7690814b699a8148713db8b5bca227e314b1d9b6fc8266302805efd33d,SOURCE-REVIEW
"1,43,219,89",0.345317,0.0,0.0,0.938971,1.0,1.0,1.0,0.324242,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_4BA_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_4BA_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,2311629853446f6b3f916e0c8ef2ff650fc6951da2365ca244f885aeb70a316b,SOURCE-REVIEW
"1,40,219,91",0.382851,0.0,0.0,0.943155,1.0,1.0,1.0,0.361088,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_7DA_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_7DA_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,2926db210f6f97a882af14adc66a13ea6214b2414e4d750cef60122f0f7518c4,SOURCE-REVIEW
"1,40,219,92",0.390358,0.0,0.0,0.943896,1.0,1.0,1.0,0.368457,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_8A2_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_8A2_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,008b68974de9be5ad6e78745baa571c52b76708fdb85118a16ea7eaf8f4dfacf,SOURCE-REVIEW
"1,40,219,91",0.382851,0.0,0.0,0.943155,1.0,1.0,1.0,0.361088,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_8D4_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_8D4_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,f5198592436e441b1301b94943300b8e865ad162f3fb0cce953322d8ade839c0,SOURCE-REVIEW
"1,35,219,96",0.45792,0.0,0.0,0.949466,1.0,1.0,1.0,0.43478,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_938_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_938_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,ab0ff99d8f60c2b8ff4e6bb98be1313035d72f2df2399b9e27c8d7ca0c5d2a3d,SOURCE-REVIEW
"1,43,219,89",0.345317,0.0,0.0,0.938971,1.0,1.0,1.0,0.324242,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_96A_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_96A_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,162f7580ded97979b49688d9b3d504820b535045fa9bac5e005c1f8bad24fa16,SOURCE-REVIEW
"1,43,219,88",0.33781,0.0,0.0,0.938022,1.0,1.0,1.0,0.316873,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_99C_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_99C_3F2_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,11f1259620c12a20002f2598532e38c70e4c5a3bc79ffd3cfee880e04280571f,SOURCE-REVIEW
"1,41,219,90",0.367837,0.0,0.0,0.941584,1.0,1.0,1.0,0.34635,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_9CE_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_9CE_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,50b810ed2fb48ffe28a0de12df0a2e2e24c9db0c79428f21dcf64547ffb24cba,SOURCE-REVIEW
"1,42,219,89",0.352824,0.0,0.0,0.939879,1.0,1.0,1.0,0.331612,tring-tv,,,RECOVERY-SEARCH,39.0e,1_0_1_A64_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_A64_3FC_39E_1860000_0_0_0.png,suspected rectangular raster background in transparent source,c3a2f1ac170afb65b40e29771f073bff4036f6c9d4a7330e17d8fa2aad95d40c,SOURCE-REVIEW
