original_status,triage_result,triage_reason,source_sha256,satellite_position,provider,service_reference,source
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",13db0741f1c4388676d70d9a53ec19b6e62cbd50a4e1b29e10759dfdc612ddfd,23.5e,telekom-srbija,1_0_1_4EAB_CA6_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EAB_CA6_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",def781cb9a4ff13b3119b6ad0d528501f113e590b8e1a8e58c495b03dc179762,23.5e,telekom-srbija,1_0_1_4EBB_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EBB_C9F_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",f7581fa23e8c9710737bd0745ace61bb6f8c9fa23c3d31ea4cb7ac7fcc98ddea,23.5e,telekom-srbija,1_0_1_4EC3_CA4_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EC3_CA4_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",6295aa0913c5b4a8d7f86a42d459b0caa3537f9d2d4e995e517a338c815b23a4,23.5e,telekom-srbija,1_0_1_4EEC_CA8_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EEC_CA8_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a4b0bc3b1ae4b8750fee26c8cd594eb8715b46d6b882be9a733364e641fd28c5,23.5e,telekom-srbija,1_0_1_4EFB_CA5_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4EFB_CA5_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",9f0f4e589163222ddc1465b8f7a3954274c00a2f07c7d8e419b06748e3807b7f,23.5e,telekom-srbija,1_0_1_4F02_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F02_C9F_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a571f77d32c8e570ed42ba77810d3fa6f48351ed948acfa8572bc5a6d5401daf,23.5e,telekom-srbija,1_0_1_4F06_CA5_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F06_CA5_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",7993330d5030db00c175cc4abfec5ec09ccd555865b84b8c0c9d7ce01691df3f,23.5e,telekom-srbija,1_0_1_4F10_C9C_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F10_C9C_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",d1fd280d1a7e7444df74d1b0eb69044a5c4ba6627a9beea13f8eab91a6366e30,23.5e,telekom-srbija,1_0_1_4F3D_C9F_3_EB0000_0_0_0.png,picons/23.5e/telekom-srbija/transparent/1_0_1_4F3D_C9F_3_EB0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",8a300a0933cdac4dbe423de3be102a767f39a268682f11394de0409ee5826253,26.0e,eshailsat,1_0_2_5024_802_E0_1040000_0_0_0.png,picons/26.0e/eshailsat/transparent/1_0_2_5024_802_E0_1040000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",365ab6866203e3b2af2447914f3aa5a7d851fd4a4fa857d00d30d82e02acc96f,26.0e,jmc,1_0_1_73A_1FA_2BE_1040000_0_0_0.png,picons/26.0e/jmc/transparent/1_0_1_73A_1FA_2BE_1040000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a418ecb207cfc23b415a4f7d082effd09d70d9a491133f9a8f2bd4d915b84d88,26.0e,mbc,1_0_1_B_146E_2BE_1040000_0_0_0.png,picons/26.0e/mbc/transparent/1_0_1_B_146E_2BE_1040000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e4595550f56894276b5323f1294f9afc4d75f22fcc05866f31ca000362330096,26.0e,nilesat,1_0_19_5147_820_E0_1040000_0_0_0.png,picons/26.0e/nilesat/transparent/1_0_19_5147_820_E0_1040000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",1cd1eec9ef85d7738b0a1683ebb9bf6e3a98bce3fcba82cf5ce4888c4104796a,26.0e,snrt,1_0_1_2_1_1_104ABAC_0_0_0.png,picons/26.0e/snrt/transparent/1_0_1_2_1_1_104ABAC_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",6e18b4f3935914baae8961e79d695a71fec170c0113c7bee08aa682f06f009ae,26.0e,soread-2m,1_0_1_10_146F_2BE_1040000_0_0_0.png,picons/26.0e/soread-2m/transparent/1_0_1_10_146F_2BE_1040000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",8a300a0933cdac4dbe423de3be102a767f39a268682f11394de0409ee5826253,26.0e,tda,1_0_2_14_2_FFFF_104B0EB_0_0_0.png,picons/26.0e/tda/transparent/1_0_2_14_2_FFFF_104B0EB_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",52c303a9b2e236c7c24e47cd692e9513996fb871c81f2cdd0933c3d2d7a33b1e,28.2e,bskyb,1_0_19_1792_7F2_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_19_1792_7F2_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",2619270e8d549bcf0d5d5e2fb7ab89817473be37f86af1c90fd06a0c3546839b,28.2e,bskyb,1_0_19_C530_813_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_19_C530_813_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",04af6c84bf6c5da2ef7e13cb70b1f36d87b8131864d3b283c9d76656f92ddd8a,28.2e,bskyb,1_0_1_1DC1_82D_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_1DC1_82D_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",abd372f188e1a11a11936477abea9be62714d7e63aa529255e4a326eb7b143c9,28.2e,bskyb,1_0_1_CF9C_83A_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_CF9C_83A_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a0bcd5eeb60767bd16ec6d3d09ccd8146d7448204a7d3dcf2e7789bc027f3b99,28.2e,bskyb,1_0_1_D3C2_839_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D3C2_839_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",5dc3e04f5b0c805d00ecd8d6f700aea221c6e01fc1406b9056fe899243454c5f,28.2e,bskyb,1_0_1_D3CD_839_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D3CD_839_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",3af3dea6407c54228db45ccb1213518ebb9b1c2c0b1a6957123f501460ee6585,28.2e,bskyb,1_0_1_D748_82F_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D748_82F_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",5a700e92666fb2a24a93fe859bbeaa0db1763d3f869072638b1185f883bbce1d,28.2e,bskyb,1_0_1_D78D_82F_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D78D_82F_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",0e5dbd083ceabfe101c6f66a323e26774de714b0f9921a36f8f33a2f30253f97,28.2e,bskyb,1_0_1_D791_82F_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D791_82F_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",9a540dac30add4f48c82cb9fecafa32048b0bc5834668be0b7bbc8755245300a,28.2e,bskyb,1_0_1_D86C_82C_2_11A0000_0_0_0.png,picons/28.2e/bskyb/transparent/1_0_1_D86C_82C_2_11A0000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",1cd1eec9ef85d7738b0a1683ebb9bf6e3a98bce3fcba82cf5ce4888c4104796a,3.0e,soread-2m,1_0_1_67_1_1_1E2D88_0_0_0.png,picons/3.0e/soread-2m/transparent/1_0_1_67_1_1_1E2D88_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",845204a4b0daaed51309ae3b3a9d98f01ab1b64d22939290f9ece02b392c8438,30.0w,cnn-portugal,1_0_1_9C_65_53_CE40000_0_0_0.png,picons/30.0w/cnn-portugal/transparent/1_0_1_9C_65_53_CE40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a26499ca8b50746c57800260b11522773b817e5f5e844cbb99377431c59ead06,30.0w,jose-mederos,1_0_1_1_1_FFFF_CE43140_0_0_0.png,picons/30.0w/jose-mederos/transparent/1_0_1_1_1_FFFF_CE43140_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",2991a60c9183f97a715567e1e386f3f0e985fb6494c246e91f090ed4bb02ea8f,30.0w,sid-fuel-tv,1_0_1_329_2F_36_CE40000_0_0_0.png,picons/30.0w/sid-fuel-tv/transparent/1_0_1_329_2F_36_CE40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",a80928f685e3274870fd3cbe44d62b27eadadf3a4dc2ce314b4115dd509f1759,30.0w,trace-toca,1_0_1_327_2F_36_CE40000_0_0_0.png,picons/30.0w/trace-toca/transparent/1_0_1_327_2F_36_CE40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",de5abe2ef0ec4a5ac3b46a7635d25ef90809a1415de559502effcd8bed83e406,30.0w,tsa,1_0_1_834_6_6_CE40000_0_0_0.png,picons/30.0w/tsa/transparent/1_0_1_834_6_6_CE40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",6e18b4f3935914baae8961e79d695a71fec170c0113c7bee08aa682f06f009ae,30.5e,soread-2m,1_0_1_1_1_FFFF_1312B86_0_0_0.png,picons/30.5e/soread-2m/transparent/1_0_1_1_1_FFFF_1312B86_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",6c18930b691bd4a88b84ac6f97b24fc98b9e19a06c4071f7e4632161dc937af0,39.0e,a1-bg,1_0_1F_85_B1_39E_1860000_0_0_0.png,picons/39.0e/a1-bg/transparent/1_0_1F_85_B1_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",8a9df8b140278cbabb9c1c4721cf06de6aa3770863377b2a95471a8e31b275c9,39.0e,a1-bg,1_0_1F_90_B1_39E_1860000_0_0_0.png,picons/39.0e/a1-bg/transparent/1_0_1F_90_B1_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",33fef6416d1708545b90ba3184b95233f63afdbe3dbdc1b9f88d3f002b9df2b2,39.0e,bulsatcom,1_0_16_3F2_1_1_1862FEF_0_0_0.png,picons/39.0e/bulsatcom/transparent/1_0_16_3F2_1_1_1862FEF_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",4e10619e4b3e84e8d24678122f61729fb22f70bf3dc5d2b66d3bd9fcb32b32c3,39.0e,hellassat,1_0_1_D_2_20C4_1860000_0_0_0.png,picons/39.0e/hellassat/transparent/1_0_1_D_2_20C4_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",9e30af551c95cbdb4f1baeae67beed1ee85d49169550f0adba40e29b1132ad46,39.0e,tring,1_0_1_6AE_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring/transparent/1_0_1_6AE_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",5dda1a5ba5af07af87afdf9f143690b41855d5968b39f2387b2b803cc40a2121,39.0e,tring-tv,1_0_1_1194_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_1194_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",0b71ee7690814b699a8148713db8b5bca227e314b1d9b6fc8266302805efd33d,39.0e,tring-tv,1_0_1_1874_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_1874_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",2311629853446f6b3f916e0c8ef2ff650fc6951da2365ca244f885aeb70a316b,39.0e,tring-tv,1_0_1_4BA_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_4BA_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",2926db210f6f97a882af14adc66a13ea6214b2414e4d750cef60122f0f7518c4,39.0e,tring-tv,1_0_1_7DA_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_7DA_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",008b68974de9be5ad6e78745baa571c52b76708fdb85118a16ea7eaf8f4dfacf,39.0e,tring-tv,1_0_1_8A2_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_8A2_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",f5198592436e441b1301b94943300b8e865ad162f3fb0cce953322d8ade839c0,39.0e,tring-tv,1_0_1_8D4_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_8D4_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",ab0ff99d8f60c2b8ff4e6bb98be1313035d72f2df2399b9e27c8d7ca0c5d2a3d,39.0e,tring-tv,1_0_1_938_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_938_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",162f7580ded97979b49688d9b3d504820b535045fa9bac5e005c1f8bad24fa16,39.0e,tring-tv,1_0_1_96A_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_96A_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",11f1259620c12a20002f2598532e38c70e4c5a3bc79ffd3cfee880e04280571f,39.0e,tring-tv,1_0_1_99C_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_99C_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",50b810ed2fb48ffe28a0de12df0a2e2e24c9db0c79428f21dcf64547ffb24cba,39.0e,tring-tv,1_0_1_9CE_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_9CE_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",c3a2f1ac170afb65b40e29771f073bff4036f6c9d4a7330e17d8fa2aad95d40c,39.0e,tring-tv,1_0_1_A64_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_A64_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",7fc3903c301ba1808462e1ff1080187c5ad71c50a36fd409a301aec9755867f0,39.0e,tring-tv,1_0_1_A96_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_A96_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",66bd17140af26f87179e8ba6a899cef144fd71fc51218be080f6cb89e70a1cc4,39.0e,tring-tv,1_0_1_AC8_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_AC8_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",1d55fa789147d8e7401d66ffed8e2373468d83c2208ba6a8613683614282b4e5,39.0e,tring-tv,1_0_1_AFA_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_AFA_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",7edfe30531344568dd07f51eb4a207da0c706431407c41636b161b318c503384,39.0e,tring-tv,1_0_1_B2C_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_B2C_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",236e3ff0fafde9bb1d80c28be80483864764cf3bcb1a583f495699a053249afc,39.0e,tring-tv,1_0_1_B5E_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_B5E_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",477e86f92bcd3bc96d5ad55b2ab8d13d080f9e3716a17e4cb1f3f367be908871,39.0e,tring-tv,1_0_1_C26_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C26_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",496fcdc6839606c4f7b7263f8895d38398d08cbbd2d93ecea5d31e44a51df40c,39.0e,tring-tv,1_0_1_C58_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C58_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",92fbc4fdf37090cfd7a83570fc4dfc77a5fd8144dfb841f38c2673d0e04f7599,39.0e,tring-tv,1_0_1_C8A_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C8A_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",b84d81a19997123154d01e94912d8c8efd18b8bb8cf4c0b1c8e0568cc5310999,39.0e,tring-tv,1_0_1_C8A_3FC_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_C8A_3FC_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e7570dfa4ca76759de07bfa75cfea7b49706b7d535c89a6a6e9687c9f160aa96,39.0e,tring-tv,1_0_1_CEE_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_CEE_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",dc4cbdfc4480b9c49a9bcde81b03c0ba5709a708f521d7bbe4ba544cca6b0170,39.0e,tring-tv,1_0_1_E7E_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_E7E_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e9d8d73495c4f4ecb53fa618bb523ad48f0f8d947b4b7f28f57992fdff03aca2,39.0e,tring-tv,1_0_1_EB0_3F2_39E_1860000_0_0_0.png,picons/39.0e/tring-tv/transparent/1_0_1_EB0_3F2_39E_1860000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",fefb29cc7f096f3f976532c02f2683e9f09bb170923e7c1e82bc1cb1fdc2c124,4.8e,ebu-eurovision,1_0_19_1EE9_2E_55_300000_0_0_0.png,picons/4.8e/ebu-eurovision/transparent/1_0_19_1EE9_2E_55_300000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",2f0792bd7c4733a56f9569daa68b3f3630e7b8565ee750d0b9437f6f0b3e5996,4.8e,sis-limited,1_0_1_7_C9_1_300000_0_0_0.png,picons/4.8e/sis-limited/transparent/1_0_1_7_C9_1_300000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",09996a992c6b0162f462b36025e221848c5f7d927c7c20b0d08f6a936f7df005,4.8e,sis-limited,1_0_1_8_C9_1_300000_0_0_0.png,picons/4.8e/sis-limited/transparent/1_0_1_8_C9_1_300000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",98b371685d357c2c54e5b880afc1736114d9e4ba5f3c34e60332ce130a76b2a0,4.8e,viasat,1_0_16_17F7_C_55_300000_0_0_0.png,picons/4.8e/viasat/transparent/1_0_16_17F7_C_55_300000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",64b6b124a62abdea3303dcae74b8c9e0e99600e243a9989467660ff07d62c231,4.8e,viasat,1_0_1F_9F3_18_44_300000_0_0_0.png,picons/4.8e/viasat/transparent/1_0_1F_9F3_18_44_300000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",b176996acb15bd1970ddaebd2d09916ddad2460c20d2d012997de9093520e6b7,42.0e,demiroren-medya,1_0_19_77F_9_42_1A40000_0_0_0.png,picons/42.0e/demiroren-medya/transparent/1_0_19_77F_9_42_1A40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",e3b7fef33fba0877f8934b318671f66e13f3bc1b18de008c5c1473a5ce8610ee,42.0e,digital-platform,1_0_11_4270_78B5_2A_1A40000_0_0_0.png,picons/42.0e/digital-platform/transparent/1_0_11_4270_78B5_2A_1A40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",0843c6dcef858b8260993cb46764b6dc4f40c6bc69a22f4ea2a132418a10995f,42.0e,digital-platform,1_0_2_4217_A929_2A_1A40000_0_0_0.png,picons/42.0e/digital-platform/transparent/1_0_2_4217_A929_2A_1A40000_0_0_0.png
SOURCE-REVIEW,SOURCE-PASS,"Visual/content triage: rectangular area is a coherent integral brand tile, badge or stripe; no separable unrelated raster/background was found.",9c91a39eee74c93c30199d0d12bee3dbd7873d883a93f30cac9e4112c3323eb4,42.0e,turksat,1_0_1_4396_EAC5_42E_1A40000_0_0_0.png,picons/42.0e/turksat/transparent/1_0_1_4396_EAC5_42E_1A40000_0_0_0.png
